Channel,Optical Distance [m],Latitude [°],Longitude [°],Elevation [m],Uncertainty [m],Distance along road [m],Pick
2168,20749.9,46.74385,-121.82209,826,9.6,18940.0,True
2169,20759.5,46.74375,-121.82219,826,12.5,18953.5,True
2170,20769.1,46.74365,-121.82229,826,15.5,18967.0,False
2171,20778.6,46.74355,-121.82239,825,15.5,18980.5,True
2172,20788.2,46.74350,-121.82244,825,12.3,18987.5,True
2173,20797.8,46.74344,-121.82250,825,10.1,18994.6,True
2174,20807.4,46.74339,-121.82255,824,13.3,19001.7,True
2175,20816.9,46.74334,-121.82260,824,13.3,19008.8,True
2176,20826.5,46.74328,-121.82265,824,13.3,19015.9,True
2177,20836.1,46.74323,-121.82269,824,13.4,19022.8,True
2178,20845.6,46.74317,-121.82272,824,13.5,19029.7,True
2179,20855.2,46.74311,-121.82276,823,13.6,19036.5,True
2180,20864.8,46.74306,-121.82280,823,13.6,19043.4,False
2181,20874.4,46.74300,-121.82284,823,13.6,19050.3,True
2182,20883.9,46.74294,-121.82289,823,12.9,19058.7,False
2183,20893.5,46.74287,-121.82294,822,12.1,19067.0,False
2184,20903.1,46.74280,-121.82299,822,11.4,19075.4,False
2185,20912.6,46.74274,-121.82304,822,11.4,19083.7,False
2186,20922.2,46.74267,-121.82310,821,11.4,19092.1,False
2187,20931.8,46.74260,-121.82315,821,11.4,19100.5,True
2188,20941.3,46.74251,-121.82326,821,10.2,19113.7,True
2189,20950.9,46.74242,-121.82336,820,12.7,19127.0,True
2190,20960.5,46.74232,-121.82347,820,15.1,19140.3,True
2191,20970.1,46.74223,-121.82358,820,15.1,19153.6,True
2192,20979.6,46.74217,-121.82363,820,12.1,19160.8,True
2193,20989.2,46.74212,-121.82367,820,10.1,19168.0,True
2194,20998.8,46.74206,-121.82372,820,13.1,19175.2,True
2195,21008.3,46.74201,-121.82377,820,13.1,19182.4,True
2196,21017.9,46.74195,-121.82381,820,13.1,19189.6,True
2197,21027.5,46.74184,-121.82390,820,10.0,19203.1,True
2198,21037.1,46.74174,-121.82398,819,12.3,19216.7,True
2199,21046.6,46.74163,-121.82407,818,15.5,19230.2,True
2200,21056.2,46.74152,-121.82416,818,15.5,19243.7,True
2201,21065.8,46.74145,-121.82421,818,13.1,19252.3,False
2202,21075.3,46.74139,-121.82426,818,10.7,19261.0,False
2203,21084.9,46.74132,-121.82432,817,10.9,19269.7,False
2204,21094.5,46.74125,-121.82437,817,10.9,19278.4,True
2205,21104.1,46.74116,-121.82445,817,9.7,19290.1,True
2206,21113.6,46.74107,-121.82453,816,11.2,19301.7,True
2207,21123.2,46.74098,-121.82461,816,12.7,19313.4,True
2208,21132.8,46.74094,-121.82466,816,9.8,19319.2,True
2209,21142.3,46.74090,-121.82470,816,12.3,19324.9,True
2210,21151.9,46.74086,-121.82475,816,15.3,19330.7,True
2211,21161.5,46.74081,-121.82479,815,15.3,19336.5,True
2212,21171.1,46.74077,-121.82484,815,15.3,19342.2,True
2213,21180.6,46.74073,-121.82489,815,15.3,19348.0,True
2214,21190.2,46.74065,-121.82501,815,11.6,19361.1,True
2215,21199.8,46.74057,-121.82513,814,11.2,19374.2,True
2216,21209.3,46.74048,-121.82525,814,14.8,19387.2,True
2217,21218.9,46.74040,-121.82537,814,14.8,19400.3,True
2218,21228.5,46.74019,-121.82572,813,25.9,19435.5,True
2219,21238.0,46.74016,-121.82576,813,21.5,19439.7,False
2220,21247.6,46.74014,-121.82580,813,17.1,19444.0,False
2221,21257.2,46.74011,-121.82584,813,17.6,19448.2,False
2222,21266.8,46.74009,-121.82588,812,17.6,19452.5,False
2223,21276.3,46.74006,-121.82592,812,17.6,19456.7,True
2224,21285.9,46.74004,-121.82597,812,17.6,19461.0,True
2225,21295.5,46.74001,-121.82601,812,17.6,19465.2,True
2226,21305.0,46.73999,-121.82605,812,17.6,19469.5,True
2227,21314.6,46.73995,-121.82612,812,16.2,19476.5,True
2228,21324.2,46.73991,-121.82620,812,14.8,19483.4,True
2229,21333.8,46.73987,-121.82627,811,13.4,19490.4,True
2230,21343.3,46.73984,-121.82634,811,13.4,19497.4,True
2231,21352.9,46.73980,-121.82641,811,13.4,19504.4,True
2232,21362.5,46.73975,-121.82651,811,12.5,19513.3,True
2233,21372.0,46.73971,-121.82661,810,11.5,19522.2,True
2234,21381.6,46.73966,-121.82670,810,10.6,19531.1,True
2235,21391.2,46.73961,-121.82680,810,10.6,19540.0,True
2236,21400.8,46.73952,-121.82690,810,10.6,19553.0,True
2237,21410.3,46.73943,-121.82700,809,12.7,19566.0,True
2238,21419.9,46.73933,-121.82711,808,14.7,19579.0,True
2239,21429.5,46.73924,-121.82721,808,14.7,19592.1,True
2240,21439.0,46.73917,-121.82726,808,12.3,19600.3,True
2241,21448.6,46.73911,-121.82731,808,10.0,19608.5,True
2242,21458.2,46.73904,-121.82736,808,11.6,19616.8,True
2243,21467.8,46.73898,-121.82741,807,11.6,19625.0,True
2244,21477.3,46.73891,-121.82746,807,11.6,19633.2,True
2245,21486.9,46.73885,-121.82751,807,11.6,19641.5,True
2246,21496.5,46.73877,-121.82758,807,10.7,19651.5,True
2247,21506.0,46.73870,-121.82766,807,9.8,19661.6,True
2248,21515.6,46.73862,-121.82773,806,10.3,19671.6,True
2249,21525.2,46.73855,-121.82780,806,10.3,19681.6,True
2250,21534.8,46.73847,-121.82788,806,10.3,19691.7,True
2251,21544.3,46.73841,-121.82794,806,9.6,19700.4,True
2252,21553.9,46.73835,-121.82801,806,10.2,19709.0,True
2253,21563.5,46.73828,-121.82808,805,10.9,19717.7,True
2254,21573.0,46.73822,-121.82815,805,10.9,19726.3,True
2255,21582.6,46.73815,-121.82822,805,10.3,19736.3,True
2256,21592.2,46.73807,-121.82829,804,9.7,19746.2,True
2257,21601.7,46.73800,-121.82836,804,10.1,19756.1,True
2258,21611.3,46.73792,-121.82844,803,10.1,19766.0,True
2259,21620.9,46.73785,-121.82851,803,10.1,19776.0,True
2260,21630.5,46.73780,-121.82855,803,10.7,19782.5,True
2261,21640.0,46.73775,-121.82859,803,12.4,19789.0,True
2262,21649.6,46.73769,-121.82863,803,14.1,19795.5,True
2263,21659.2,46.73764,-121.82867,803,14.1,19802.1,True
2264,21668.7,46.73759,-121.82871,803,14.1,19808.6,True
2265,21678.3,46.73752,-121.82876,803,12.8,19817.9,True
2266,21687.9,46.73744,-121.82881,802,11.4,19827.1,True
2267,21697.5,46.73737,-121.82887,802,10.0,19836.4,True
2268,21707.0,46.73729,-121.82892,801,10.0,19845.6,True
2269,21716.6,46.73722,-121.82897,801,10.0,19854.9,True
2270,21726.2,46.73713,-121.82903,801,9.9,19865.7,True
2271,21735.7,46.73704,-121.82908,800,10.6,19876.5,True
2272,21745.3,46.73695,-121.82914,800,11.4,19887.3,True
2273,21754.9,46.73686,-121.82920,800,11.4,19898.1,True
2274,21764.5,46.73682,-121.82923,800,10.4,19903.6,True
2275,21774.0,46.73677,-121.82927,800,13.1,19909.0,True
2276,21783.6,46.73673,-121.82930,799,15.7,19914.5,True
2277,21793.2,46.73669,-121.82934,799,15.7,19920.0,True
2278,21802.7,46.73665,-121.82938,799,15.7,19925.4,True
2279,21812.3,46.73661,-121.82944,799,15.2,19931.9,False
2280,21821.9,46.73657,-121.82951,799,14.7,19938.4,False
2281,21831.5,46.73654,-121.82958,799,14.2,19944.9,False
2282,21841.0,46.73650,-121.82964,799,14.2,19951.5,False
2283,21850.6,46.73646,-121.82971,799,14.2,19958.0,True
2284,21860.2,46.73643,-121.82977,799,14.2,19964.5,True
2285,21869.7,46.73637,-121.82986,799,13.1,19973.0,True
2286,21879.3,46.73632,-121.82994,798,12.1,19981.6,True
2287,21888.9,46.73627,-121.83002,798,11.1,19990.1,True
2288,21898.4,46.73622,-121.83010,797,11.1,19998.7,False
2289,21908.0,46.73616,-121.83018,797,11.1,20007.2,True
2290,21917.6,46.73610,-121.83019,797,11.8,20014.5,True
2291,21927.2,46.73603,-121.83021,796,12.4,20021.7,True
2292,21936.7,46.73597,-121.83022,796,13.1,20028.9,True
2293,21946.3,46.73591,-121.83023,796,13.1,20036.2,True
2294,21955.9,46.73587,-121.83023,796,14.9,20039.8,True
2295,21965.4,46.73584,-121.83022,796,16.7,20043.5,False
2296,21975.0,46.73581,-121.83022,796,18.4,20047.1,False
2297,21984.6,46.73577,-121.83021,796,18.4,20050.8,False
2298,21994.2,46.73574,-121.83021,796,18.4,20054.5,False
2299,22003.7,46.73571,-121.83020,796,18.4,20058.1,False
2300,22013.3,46.73568,-121.83020,795,18.4,20061.8,False
2301,22022.9,46.73564,-121.83019,795,18.4,20065.4,False
2302,22032.4,46.73561,-121.83019,795,18.4,20069.1,False
2303,22042.0,46.73558,-121.83018,795,18.4,20072.8,False
2304,22051.6,46.73554,-121.83018,795,18.4,20076.4,True
2305,22061.2,46.73551,-121.83017,795,18.4,20080.1,True
2306,22070.7,46.73543,-121.83021,795,15.5,20089.7,True
2307,22080.3,46.73535,-121.83025,794,12.5,20099.3,True
2308,22089.9,46.73527,-121.83030,794,9.6,20108.8,True
2309,22099.4,46.73522,-121.83035,794,10.8,20115.9,True
2310,22109.0,46.73517,-121.83041,794,12.1,20123.0,True
2311,22118.6,46.73512,-121.83047,793,13.3,20130.0,True
2312,22128.2,46.73507,-121.83053,793,13.3,20137.1,True
2313,22137.7,46.73502,-121.83062,793,12.3,20146.3,True
2314,22147.3,46.73496,-121.83071,792,11.2,20155.4,True
2315,22156.9,46.73490,-121.83079,792,10.2,20164.6,True
2316,22166.4,46.73484,-121.83089,792,9.7,20174.8,True
2317,22176.0,46.73478,-121.83099,792,10.0,20185.0,True
2318,22185.6,46.73472,-121.83109,791,10.5,20195.2,True
2319,22195.1,46.73466,-121.83119,791,10.5,20205.4,True
2320,22204.7,46.73459,-121.83128,790,10.6,20215.7,True
2321,22214.3,46.73452,-121.83137,790,10.6,20226.0,True
2322,22223.9,46.73445,-121.83146,790,10.7,20236.3,True
2323,22233.4,46.73438,-121.83155,789,10.7,20246.7,True
2324,22243.0,46.73433,-121.83156,789,10.8,20252.3,True
2325,22252.6,46.73428,-121.83157,789,13.2,20257.9,True
2326,22262.1,46.73423,-121.83158,789,15.5,20263.5,True
2327,22271.7,46.73418,-121.83159,789,15.5,20269.1,True
2328,22281.3,46.73413,-121.83161,789,15.5,20274.7,True
2329,22290.9,46.73409,-121.83158,789,15.9,20279.6,True
2330,22300.4,46.73405,-121.83156,789,16.2,20284.5,True
2331,22310.0,46.73401,-121.83154,788,16.6,20289.3,True
2332,22319.6,46.73396,-121.83152,788,16.6,20294.2,True
2333,22329.1,46.73392,-121.83150,788,16.6,20299.1,True
2334,22338.7,46.73388,-121.83147,788,16.6,20304.0,True
2335,22348.3,46.73368,-121.83141,788,11.4,20326.6,True
2336,22357.9,46.73349,-121.83135,787,20.2,20349.2,True
2337,22367.4,46.73341,-121.83137,787,22.0,20357.6,True
2338,22377.0,46.73334,-121.83140,787,14.9,20366.0,True
2339,22386.6,46.73326,-121.83142,787,11.3,20374.5,True
2340,22396.1,46.73319,-121.83145,787,11.3,20382.9,True
2341,22405.7,46.73305,-121.83154,786,12.3,20400.2,True
2342,22415.3,46.73291,-121.83163,786,16.7,20417.5,True
2343,22424.9,46.73282,-121.83169,786,17.7,20427.9,True
2344,22434.4,46.73274,-121.83175,785,14.3,20438.4,True
2345,22444.0,46.73265,-121.83181,785,10.9,20448.9,True
2346,22453.6,46.73257,-121.83188,784,10.9,20459.4,True
2347,22463.1,46.73248,-121.83194,784,10.9,20469.9,True
2348,22472.7,46.73241,-121.83198,784,10.1,20478.7,True
2349,22482.3,46.73234,-121.83203,784,9.8,20487.6,True
2350,22491.8,46.73226,-121.83208,784,10.6,20496.5,False
2351,22501.4,46.73219,-121.83212,783,10.6,20505.3,True
2352,22511.0,46.73212,-121.83217,783,10.6,20514.2,True
2353,22520.6,46.73204,-121.83221,783,10.6,20523.1,True
2354,22530.1,46.73194,-121.83223,783,9.9,20534.6,True
2355,22539.7,46.73184,-121.83224,782,11.2,20546.2,True
2356,22549.3,46.73173,-121.83225,782,12.6,20557.8,True
2357,22558.8,46.73168,-121.83225,782,10.0,20564.2,True
2358,22568.4,46.73162,-121.83225,782,11.7,20570.7,False
2359,22578.0,46.73156,-121.83225,781,14.2,20577.2,True
2360,22587.6,46.73150,-121.83225,781,14.2,20583.6,True
2361,22597.1,46.73144,-121.83225,781,14.2,20590.1,True
2362,22606.7,46.73137,-121.83225,781,13.4,20598.2,True
2363,22616.3,46.73130,-121.83225,780,12.6,20606.4,True
2364,22625.8,46.73122,-121.83225,780,11.7,20614.5,True
2365,22635.4,46.73115,-121.83226,780,11.7,20622.6,True
2366,22645.0,46.73108,-121.83229,780,11.8,20630.6,True
2367,22654.6,46.73101,-121.83231,780,11.9,20638.5,True
2368,22664.1,46.73094,-121.83234,780,12.0,20646.5,True
2369,22673.7,46.73088,-121.83237,779,12.0,20654.5,True
2370,22683.3,46.73081,-121.83240,779,12.0,20662.5,False
2371,22692.8,46.73074,-121.83243,779,12.0,20670.4,True
2372,22702.4,46.73067,-121.83260,778,10.6,20685.2,False
2373,22712.0,46.73060,-121.83276,778,14.0,20700.0,False
2374,22721.6,46.73053,-121.83293,777,17.4,20714.8,True
2375,22731.1,46.73054,-121.83302,777,13.5,20721.7,True
2376,22740.7,46.73054,-121.83311,776,9.6,20728.7,False
2377,22750.3,46.73055,-121.83320,776,13.5,20735.6,True
2378,22759.8,46.73055,-121.83329,776,13.5,20742.5,True
2379,22769.4,46.73060,-121.83340,776,12.4,20751.8,True
2380,22779.0,46.73064,-121.83350,775,11.2,20761.0,True
2381,22788.6,46.73069,-121.83360,775,10.1,20770.2,True
2382,22798.1,46.73073,-121.83364,775,11.5,20776.5,False
2383,22807.7,46.73078,-121.83369,775,13.0,20782.8,True
2384,22817.3,46.73083,-121.83373,775,14.5,20789.1,True
2385,22826.8,46.73088,-121.83378,775,14.5,20795.4,True
2386,22836.4,46.73092,-121.83382,775,14.5,20801.7,True
2387,22846.0,46.73106,-121.83393,774,10.1,20818.9,False
2388,22855.5,46.73119,-121.83404,774,15.6,20836.2,False
2389,22865.1,46.73133,-121.83416,773,21.1,20853.4,False
2390,22874.7,46.73140,-121.83427,773,18.3,20865.0,False
2391,22884.3,46.73146,-121.83439,772,15.4,20876.5,False
2392,22893.8,46.73153,-121.83450,772,12.5,20888.1,False
2393,22903.4,46.73157,-121.83463,772,12.2,20899.0,True
2394,22913.0,46.73161,-121.83476,771,11.8,20909.8,True
2395,22922.5,46.73165,-121.83489,771,11.5,20920.7,True
2396,22932.1,46.73167,-121.83500,770,10.1,20928.8,False
2397,22941.7,46.73168,-121.83510,770,10.4,20936.9,False
2398,22951.3,46.73169,-121.83521,770,11.7,20945.0,False
2399,22960.8,46.73170,-121.83531,769,11.7,20953.1,True
2400,22970.4,46.73168,-121.83547,769,9.8,20965.1,False
2401,22980.0,46.73166,-121.83562,768,11.3,20977.1,False
2402,22989.5,46.73163,-121.83577,768,13.2,20989.1,False
2403,22999.1,46.73161,-121.83593,768,13.2,21001.1,False
2404,23008.7,46.73159,-121.83603,768,11.2,21009.1,False
2405,23018.3,46.73157,-121.83613,768,9.9,21017.1,False
2406,23027.8,46.73156,-121.83623,767,11.9,21025.1,False
2407,23037.4,46.73154,-121.83633,767,11.9,21033.1,True
2408,23047.0,46.73154,-121.83644,767,11.8,21041.3,False
2409,23056.5,46.73155,-121.83655,766,11.8,21049.4,False
2410,23066.1,46.73155,-121.83665,766,11.7,21057.6,False
2411,23075.7,46.73155,-121.83676,766,11.7,21065.8,True
2412,23085.3,46.73156,-121.83684,766,12.6,21072.1,False
2413,23094.8,46.73158,-121.83692,766,13.6,21078.3,False
2414,23104.4,46.73159,-121.83700,765,14.5,21084.6,True
2415,23114.0,46.73161,-121.83708,765,14.5,21090.9,True
2416,23123.5,46.73162,-121.83716,765,14.5,21097.2,True
2417,23133.1,46.73166,-121.83727,765,13.2,21106.2,True
2418,23142.7,46.73170,-121.83737,765,11.8,21115.2,True
2419,23152.2,46.73173,-121.83747,764,10.5,21124.1,True
2420,23161.8,46.73177,-121.83758,764,10.5,21133.1,True
2421,23171.4,46.73181,-121.83768,764,10.5,21142.0,True
2422,23181.0,46.73188,-121.83775,764,10.2,21151.5,True
2423,23190.5,46.73195,-121.83783,763,9.9,21161.0,True
2424,23200.1,46.73202,-121.83790,763,9.7,21170.5,True
2425,23209.7,46.73211,-121.83795,763,9.9,21181.0,True
2426,23219.2,46.73219,-121.83800,762,10.4,21191.4,True
2427,23228.8,46.73228,-121.83805,762,10.9,21201.8,True
2428,23238.4,46.73242,-121.83812,762,13.9,21218.3,False
2429,23248.0,46.73256,-121.83819,762,16.9,21234.8,True
2430,23257.5,46.73261,-121.83822,762,14.8,21241.0,False
2431,23267.1,46.73267,-121.83825,762,9.6,21247.2,True
2432,23276.7,46.73272,-121.83827,761,14.7,21253.3,False
2433,23286.2,46.73277,-121.83830,761,14.7,21259.5,True
2434,23295.8,46.73282,-121.83832,761,14.7,21265.7,True
2435,23305.4,46.73296,-121.83835,761,10.3,21280.6,True
2436,23315.0,46.73309,-121.83837,760,13.3,21295.6,True
2437,23324.5,46.73322,-121.83840,760,17.7,21310.6,True
2438,23334.1,46.73329,-121.83839,760,14.0,21318.2,True
2439,23343.7,46.73336,-121.83839,760,10.4,21325.9,True
2440,23353.2,46.73343,-121.83838,759,12.4,21333.6,True
2441,23362.8,46.73350,-121.83838,759,12.4,21341.3,True
2442,23372.4,46.73358,-121.83839,759,11.7,21350.4,False
2443,23382.0,46.73366,-121.83841,758,11.0,21359.4,False
2444,23391.5,46.73374,-121.83842,758,10.3,21368.5,False
2445,23401.1,46.73382,-121.83844,757,10.3,21377.5,False
2446,23410.7,46.73390,-121.83845,757,10.3,21386.6,False
2447,23420.2,46.73396,-121.83853,757,10.6,21395.2,True
2448,23429.8,46.73401,-121.83861,757,10.8,21403.9,False
2449,23439.4,46.73407,-121.83870,756,11.0,21412.5,True
2450,23449.0,46.73412,-121.83877,756,11.0,21421.1,False
2451,23458.5,46.73418,-121.83885,756,11.0,21429.7,True
2452,23468.1,46.73421,-121.83892,756,12.2,21436.0,True
2453,23477.7,46.73424,-121.83899,756,13.4,21442.2,True
2454,23487.2,46.73427,-121.83906,755,14.6,21448.4,False
2455,23496.8,46.73430,-121.83913,755,14.6,21454.6,True
2456,23506.4,46.73433,-121.83920,755,14.6,21460.9,True
2457,23515.9,46.73441,-121.83937,755,9.7,21476.8,True
2458,23525.5,46.73449,-121.83955,755,14.3,21492.7,True
2459,23535.1,46.73451,-121.83963,755,14.3,21499.1,True
2460,23544.7,46.73453,-121.83970,755,9.6,21505.5,True
2461,23554.2,46.73456,-121.83978,754,14.3,21511.9,True
2462,23563.8,46.73458,-121.83986,754,14.3,21518.3,True
2463,23573.4,46.73460,-121.83993,754,14.3,21524.7,True
2464,23582.9,46.73463,-121.84008,754,11.7,21536.4,True
2465,23592.5,46.73466,-121.84023,754,10.1,21548.1,True
2466,23602.1,46.73469,-121.84037,753,12.7,21559.7,True
2467,23611.7,46.73472,-121.84052,753,12.7,21571.4,True
2468,23621.2,46.73475,-121.84065,753,11.9,21581.5,True
2469,23630.8,46.73478,-121.84077,752,11.2,21591.6,True
2470,23640.4,46.73481,-121.84090,752,10.4,21601.8,True
2471,23649.9,46.73482,-121.84098,752,10.7,21607.9,True
2472,23659.5,46.73484,-121.84106,752,12.7,21614.1,True
2473,23669.1,46.73485,-121.84113,752,14.7,21620.3,True
2474,23678.7,46.73487,-121.84121,752,14.7,21626.4,True
2475,23688.2,46.73488,-121.84129,752,14.7,21632.6,True
2476,23697.8,46.73489,-121.84144,752,12.0,21644.1,True
2477,23707.4,46.73489,-121.84159,752,9.8,21655.5,False
2478,23716.9,46.73489,-121.84174,751,12.4,21667.0,False
2479,23726.5,46.73490,-121.84189,751,12.4,21678.5,True
2480,23736.1,46.73489,-121.84199,751,10.4,21685.8,True
2481,23745.7,46.73488,-121.84208,750,10.8,21693.2,True
2482,23755.2,46.73487,-121.84218,750,12.9,21700.5,True
2483,23764.8,46.73487,-121.84227,750,12.9,21707.9,True
2484,23774.4,46.73486,-121.84237,750,12.8,21715.3,True
2485,23783.9,46.73486,-121.84247,750,12.8,21722.8,True
2486,23793.5,46.73486,-121.84257,749,12.7,21730.3,True
2487,23803.1,46.73486,-121.84267,749,12.7,21737.8,True
2488,23812.6,46.73488,-121.84280,749,11.2,21748.2,True
2489,23822.2,46.73490,-121.84293,748,9.8,21758.6,True
2490,23831.8,46.73492,-121.84306,748,10.8,21769.0,True
2491,23841.4,46.73493,-121.84328,748,13.7,21785.3,True
2492,23850.9,46.73493,-121.84349,747,16.7,21801.6,True
2493,23860.5,46.73494,-121.84370,747,19.7,21817.8,True
2494,23870.1,46.73493,-121.84376,747,13.9,21822.6,True
2495,23879.6,46.73491,-121.84382,747,11.1,21827.3,True
2496,23889.2,46.73490,-121.84388,747,16.9,21832.0,True
2497,23898.8,46.73489,-121.84394,746,16.9,21836.7,True
2498,23908.4,46.73488,-121.84400,746,16.9,21841.4,True
2499,23917.9,46.73487,-121.84406,746,16.9,21846.1,True
2500,23927.5,46.73485,-121.84412,746,16.9,21850.8,True
2501,23937.1,46.73482,-121.84427,746,13.0,21863.2,True
2502,23946.6,46.73479,-121.84443,746,9.9,21875.5,True
2503,23956.2,46.73476,-121.84458,745,13.7,21887.8,True
2504,23965.8,46.73473,-121.84474,745,13.7,21900.2,True
2505,23975.4,46.73473,-121.84485,745,11.7,21908.5,True
2506,23984.9,46.73473,-121.84496,745,9.7,21916.8,True
2507,23994.5,46.73474,-121.84507,745,11.4,21925.2,True
2508,24004.1,46.73474,-121.84518,745,11.4,21933.5,True
2509,24013.6,46.73476,-121.84533,745,9.6,21945.7,True
2510,24023.2,46.73477,-121.84549,744,11.6,21957.9,True
2511,24032.8,46.73479,-121.84565,744,13.5,21970.0,True
2512,24042.4,46.73481,-121.84581,744,13.5,21982.2,True
2513,24051.9,46.73482,-121.84589,744,10.7,21988.9,True
2514,24061.5,46.73482,-121.84598,744,11.2,21995.5,True
2515,24071.1,46.73483,-121.84607,744,14.0,22002.1,True
2516,24080.6,46.73484,-121.84615,744,14.0,22008.8,True
2517,24090.2,46.73484,-121.84624,744,14.0,22015.4,True
2518,24099.8,46.73483,-121.84640,744,11.1,22027.8,True
2519,24109.3,46.73481,-121.84656,743,10.9,22040.1,True
2520,24118.9,46.73479,-121.84672,742,13.8,22052.5,True
2521,24128.5,46.73477,-121.84688,742,13.8,22064.9,True
2522,24138.1,46.73476,-121.84699,742,11.7,22073.1,True
2523,24147.6,46.73475,-121.84709,742,9.6,22081.3,True
2524,24157.2,46.73474,-121.84720,742,11.6,22089.5,True
2525,24166.8,46.73472,-121.84731,742,11.6,22097.7,True
2526,24176.3,46.73473,-121.84745,742,10.1,22108.9,True
2527,24185.9,46.73473,-121.84760,741,10.6,22120.2,True
2528,24195.5,46.73474,-121.84775,741,12.1,22131.5,True
2529,24205.1,46.73475,-121.84786,741,10.7,22139.9,True
2530,24214.6,46.73476,-121.84797,741,9.8,22148.4,True
2531,24224.2,46.73478,-121.84808,741,11.2,22156.9,True
2532,24233.8,46.73479,-121.84819,741,11.2,22165.4,True
2533,24243.3,46.73482,-121.84832,741,10.2,22175.8,True
2534,24252.9,46.73485,-121.84845,741,9.9,22186.3,True
2535,24262.5,46.73488,-121.84858,741,10.9,22196.7,True
2536,24272.1,46.73491,-121.84871,741,10.9,22207.2,True
2537,24281.6,46.73495,-121.84883,741,10.9,22217.7,True
2538,24291.2,46.73497,-121.84892,741,9.8,22224.9,True
2539,24300.8,46.73500,-121.84901,741,11.4,22232.2,True
2540,24310.3,46.73503,-121.84909,740,13.0,22239.4,True
2541,24319.9,46.73506,-121.84918,740,13.0,22246.7,True
2542,24329.5,46.73508,-121.84927,740,13.0,22254.0,True
2543,24339.1,46.73512,-121.84939,740,11.8,22263.7,False
2544,24348.6,46.73515,-121.84950,740,10.5,22273.5,False
2545,24358.2,46.73518,-121.84962,740,9.9,22283.3,False
2546,24367.8,46.73522,-121.84974,741,9.9,22293.0,False
2547,24377.3,46.73525,-121.84986,741,9.9,22302.8,False
2548,24386.9,46.73528,-121.84998,741,9.9,22312.5,False
2549,24396.5,46.73529,-121.85011,741,10.1,22322.8,False
2550,24406.0,46.73530,-121.85025,742,10.3,22333.0,False
2551,24415.6,46.73531,-121.85038,742,10.6,22343.3,False
2552,24425.2,46.73532,-121.85051,742,10.6,22353.5,False
2553,24434.8,46.73533,-121.85065,743,10.6,22363.8,False
2554,24444.3,46.73534,-121.85078,743,10.6,22374.0,False
2555,24453.9,46.73535,-121.85091,743,10.5,22384.0,False
2556,24463.5,46.73535,-121.85104,743,10.3,22394.0,False
2557,24473.0,46.73535,-121.85117,744,10.2,22404.0,False
2558,24482.6,46.73536,-121.85130,744,10.2,22414.0,False
2559,24492.2,46.73536,-121.85144,744,10.2,22424.0,False
2560,24501.8,46.73536,-121.85157,744,10.2,22433.9,False
2561,24511.3,46.73537,-121.85170,744,10.2,22443.9,False
2562,24520.9,46.73538,-121.85183,744,10.2,22453.9,False
2563,24530.5,46.73539,-121.85196,744,10.2,22463.8,False
2564,24540.0,46.73540,-121.85209,745,10.2,22473.8,True
2565,24549.6,46.73541,-121.85222,745,10.2,22483.7,False
2566,24559.2,46.73542,-121.85235,745,10.2,22493.7,True
2567,24568.8,46.73545,-121.85254,745,12.7,22508.7,False
2568,24578.3,46.73548,-121.85273,746,15.2,22523.6,True
2569,24587.9,46.73551,-121.85292,746,17.7,22538.6,False
2570,24597.5,46.73555,-121.85311,746,17.7,22553.5,True
2571,24607.0,46.73558,-121.85323,746,15.1,22563.4,True
2572,24616.6,46.73561,-121.85335,746,12.6,22573.3,True
2573,24626.2,46.73564,-121.85348,745,10.1,22583.2,True
2574,24635.8,46.73566,-121.85360,745,10.1,22593.1,True
2575,24645.3,46.73569,-121.85370,745,9.9,22601.5,True
2576,24654.9,46.73571,-121.85381,745,10.6,22609.8,False
2577,24664.5,46.73574,-121.85391,745,11.4,22618.2,True
2578,24674.0,46.73576,-121.85402,745,11.4,22626.5,True
2579,24683.6,46.73578,-121.85412,745,11.4,22634.9,True
2580,24693.2,46.73581,-121.85422,745,11.4,22643.2,True
2581,24702.8,46.73583,-121.85433,745,11.4,22651.6,True
2582,24712.3,46.73585,-121.85441,745,12.3,22658.0,False
2583,24721.9,46.73587,-121.85449,745,13.3,22664.5,True
2584,24731.5,46.73588,-121.85457,745,14.2,22670.9,True
2585,24741.0,46.73590,-121.85465,745,14.2,22677.4,True
2586,24750.6,46.73592,-121.85473,745,14.2,22683.9,True
2587,24760.2,46.73593,-121.85481,745,14.2,22690.3,True
2588,24769.7,46.73595,-121.85489,745,14.4,22696.5,False
2589,24779.3,46.73597,-121.85497,745,14.5,22702.7,False
2590,24788.9,46.73598,-121.85505,745,14.7,22708.8,False
2591,24798.5,46.73600,-121.85512,745,14.7,22715.0,False
2592,24808.0,46.73601,-121.85520,745,14.7,22721.2,False
2593,24817.6,46.73603,-121.85528,745,14.7,22727.3,False
2594,24827.2,46.73604,-121.85536,745,14.7,22733.5,True
2595,24836.7,46.73606,-121.85543,745,14.7,22739.7,True
2596,24846.3,46.73608,-121.85551,745,14.7,22745.8,True
2597,24855.9,46.73610,-121.85562,745,13.3,22754.7,False
2598,24865.5,46.73612,-121.85574,745,12.0,22763.6,False
2599,24875.0,46.73614,-121.85585,744,10.6,22772.5,False
2600,24884.6,46.73617,-121.85596,744,10.6,22781.3,False
2601,24894.2,46.73619,-121.85607,744,10.7,22790.0,False
2602,24903.7,46.73621,-121.85618,744,10.8,22798.6,False
